Content,Ply_name,MOS
tool_box,tool_box_gQP_1_tQP_1.ply,77.18180348
stone,stone_pqs_1_qs_48.ply,77.06861834
stone,stone_tsl_8_tqs_64.ply,76.96861244
pen_container,pen_container_pqs_1_qs_32.ply,76.86578198
litchi,litchi_tsl_6_tqs_64.ply,76.61593988
ship,ship_tsl_8_tqs_128.ply,76.5494553
flowerpot,flowerpot_tsl_8_tqs_128.ply,76.26218224
bag,bag_gQP_1_tQP_2.ply,76.14530845
pumpkin,pumpkin_level_9.ply,76.03000232
glasses_case,glasses_case_gQP_1_tQP_2.ply,75.73406854
stone,stone_tsl_8_tqs_128.ply,75.68153655
cauliflower,cauliflower_tsl_6_tqs_64.ply,75.53395733
puer_tea,puer_tea_gQP_1_tQP_2.ply,75.4444591
house,house_tsl_6_tqs_128.ply,75.3571452
mushroom,mushroom_gsigma_0_tsigma_16.ply,75.09878823
stone,stone_gsigma_0_tsigma_16.ply,75.06155601
cauliflower,cauliflower_level_9.ply,74.68114942
house,house_gQP_2_tQP_1.ply,74.45270788
biscuits,biscuits_pqs_1_qs_32.ply,74.44788099
flowerpot,flowerpot_pqs_1_qs_32.ply,74.40304247
statue,statue_gQP_1_tQP_2.ply,74.36868381
honeydew_melon,honeydew_melon_gQP_1_tQP_2.ply,74.17353139
pineapple,pineapple_tsl_8_tqs_128.ply,74.12073085
tool_box,tool_box_gsigma_0_tsigma_8.ply,74.07774205
tool_box,tool_box_tsl_8_tqs_64.ply,73.87057596
pumpkin,pumpkin_gsigma_0_tsigma_16.ply,73.8480628
litchi,litchi_gQP_1_tQP_2.ply,73.7164483
pen_container,pen_container_gQP_1_tQP_1.ply,73.52634804
ping-pong_bat,ping-pong_bat_gQP_1_tQP_1.ply,73.32501116
glasses_case,glasses_case_tsl_4_tqs_128.ply,73.24135477
tool_box,tool_box_level_9.ply,72.96806866
pineapple,pineapple_tsl_4_tqs_64.ply,72.74186109
flowerpot,flowerpot_tsl_6_tqs_64.ply,72.41894136
litchi,litchi_tsl_8_tqs_128.ply,72.29047685
litchi,litchi_pqs_1_qs_32.ply,72.26469753
cake,cake_gQP_1_tQP_2.ply,71.92097573
pumpkin,pumpkin_pqs_1_qs_48.ply,71.63365401
stone,stone_gsigma_2_tsigma_8.ply,71.61570912
pen_container,pen_container_gsigma_0_tsigma_16.ply,71.56783481
cake,cake_tsl_4_tqs_128.ply,71.41920062
biscuits,biscuits_tsl_8_tqs_128.ply,71.1781634
pineapple,pineapple_gsigma_0_tsigma_16.ply,71.00193693
biscuits,biscuits_gsigma_0_tsigma_16.ply,70.89991405
flowerpot,flowerpot_gQP_1_tQP_2.ply,70.82967664
house,house_gQP_1_tQP_2.ply,70.65323091
pen_container,pen_container_gQP_1_tQP_2.ply,70.28884535
ping-pong_bat,ping-pong_bat_tsl_6_tqs_64.ply,70.2438173
cauliflower,cauliflower_gQP_1_tQP_2.ply,69.93401821
pen_container,pen_container_level_9.ply,69.83589159
house,house_gsigma_0_tsigma_16.ply,69.80583942
biscuits,biscuits_gQP_1_tQP_2.ply,69.66364063
stone,stone_pqs_1_qs_32.ply,69.48493262
statue,statue_gsigma_0_tsigma_16.ply,69.24903345
glasses_case,glasses_case_level_9.ply,69.24813673
glasses_case,glasses_case_pqs_1_qs_48.ply,69.24420872
statue,statue_level_9.ply,69.02141066
biscuits,biscuits_tsl_6_tqs_128.ply,68.95568291
ship,ship_pqs_1_qs_32.ply,68.90628136
cake,cake_gsigma_0_tsigma_16.ply,68.48543238
pineapple,pineapple_pqs_1_qs_32.ply,68.39850184
pineapple,pineapple_level_9.ply,68.22419612
biscuits,biscuits_gQP_2_tQP_1.ply,68.13405141
ship,ship_tsl_6_tqs_128.ply,68.10486694
house,house_pqs_1_qs_48.ply,68.06703004
statue,statue_tsl_6_tqs_128.ply,67.76035361
mushroom,mushroom_tsl_8_tqs_128.ply,67.67772932
statue,statue_pqs_1_qs_48.ply,67.40476035
mushroom,mushroom_pqs_1_qs_32.ply,67.34013651
mushroom,mushroom_tsl_6_tqs_64.ply,67.31096329
biscuits,biscuits_gQP_3_tQP_1.ply,67.14806687
cake,cake_gsigma_2_tsigma_8.ply,67.14183949
bag,bag_tsl_4_tqs_64.ply,67.09168867
pen_container,pen_container_tsl_6_tqs_128.ply,66.92772188
pumpkin,pumpkin_tsl_6_tqs_64.ply,66.90624806
litchi,litchi_gsigma_2_tsigma_8.ply,66.69196192
litchi,litchi_tsl_6_tqs_128.ply,66.52326242
stone,stone_tsl_6_tqs_64.ply,65.93925975
pineapple,pineapple_gQP_2_tQP_1.ply,65.78228073
stone,stone_pqs_1_qs_64.ply,65.57957273
honeydew_melon,honeydew_melon_gsigma_2_tsigma_8.ply,65.39565957
biscuits,biscuits_gQP_2_tQP_2.ply,65.29075052
statue,statue_gQP_2_tQP_1.ply,65.277898
pen_container,pen_container_pqs_1_qs_48.ply,65.20220124
house,house_tsl_4_tqs_64.ply,65.09485808
ship,ship_gQP_1_tQP_3.ply,64.65363881
cake,cake_level_9.ply,64.34512167
cauliflower,cauliflower_tsl_6_tqs_128.ply,64.27065355
cauliflower,cauliflower_gsigma_2_tsigma_8.ply,64.1622967
ping-pong_bat,ping-pong_bat_gQP_1_tQP_2.ply,63.85195787
cauliflower,cauliflower_pqs_1_qs_32.ply,63.72945614
house,house_level_9.ply,63.69121032
pumpkin,pumpkin_gQP_1_tQP_2.ply,63.62860455
pineapple,pineapple_gQP_1_tQP_2.ply,63.4549413
puer_tea,puer_tea_gQP_2_tQP_2.ply,63.42565477
honeydew_melon,honeydew_melon_gQP_2_tQP_1.ply,63.27436376
pineapple,pineapple_tsl_4_tqs_128.ply,63.26745992
house,house_gQP_2_tQP_2.ply,63.06019202
pineapple,pineapple_tsl_6_tqs_64.ply,63.04691124
puer_tea,puer_tea_tsl_6_tqs_128.ply,62.98621215
flowerpot,flowerpot_gsigma_0_tsigma_16.ply,62.72356697
bag,bag_pqs_1_qs_64.ply,62.55491922
puer_tea,puer_tea_gQP_2_tQP_1.ply,62.50545414
honeydew_melon,honeydew_melon_gQP_2_tQP_2.ply,62.44898754
stone,stone_gsigma_2_tsigma_16.ply,62.4059409
cake,cake_pqs_1_qs_32.ply,62.31185039
bag,bag_tsl_4_tqs_128.ply,62.21628821
pumpkin,pumpkin_tsl_6_tqs_128.ply,62.2123483
cake,cake_tsl_8_tqs_256.ply,62.14575182
honeydew_melon,honeydew_melon_pqs_1_qs_48.ply,62.13609637
bag,bag_gsigma_0_tsigma_32.ply,62.11964039
litchi,litchi_gQP_2_tQP_1.ply,62.08415891
cauliflower,cauliflower_tsl_4_tqs_64.ply,61.90399729
banana,banana_tsl_8_tqs_256.ply,61.90144929
banana,banana_pqs_1_qs_48.ply,61.89404966
puer_tea,puer_tea_tsl_8_tqs_128.ply,61.79745668
ping-pong_bat,ping-pong_bat_gQP_2_tQP_1.ply,61.7305609
cauliflower,cauliflower_gQP_2_tQP_2.ply,61.72646927
banana,banana_tsl_6_tqs_256.ply,61.62952635
flowerpot,flowerpot_tsl_6_tqs_128.ply,61.56948953
flowerpot,flowerpot_gQP_2_tQP_1.ply,61.47860246
biscuits,biscuits_gsigma_2_tsigma_8.ply,60.93076647
mushroom,mushroom_level_9.ply,60.86093383
ship,ship_pqs_1_qs_48.ply,60.85370266
stone,stone_tsl_6_tqs_128.ply,60.65492093
mushroom,mushroom_gQP_2_tQP_1.ply,60.55695582
banana,banana_gsigma_0_tsigma_16.ply,60.4722494
bag,bag_tsl_8_tqs_256.ply,60.38564447
banana,banana_gQP_1_tQP_1.ply,60.30135594
glasses_case,glasses_case_gQP_2_tQP_1.ply,60.26589689
ship,ship_gsigma_0_tsigma_16.ply,60.02590379
ping-pong_bat,ping-pong_bat_gsigma_0_tsigma_16.ply,59.9268872
pumpkin,pumpkin_gsigma_2_tsigma_8.ply,59.70275662
litchi,litchi_gQP_1_tQP_3.ply,59.29219253
tool_box,tool_box_gQP_1_tQP_2.ply,59.17937263
stone,stone_gQP_2_tQP_1.ply,58.87870931
tool_box,tool_box_pqs_1_qs_32.ply,58.74124972
cake,cake_gsigma_2_tsigma_16.ply,58.68613346
bag,bag_tsl_6_tqs_64.ply,58.51287376
bag,bag_pqs_1_qs_48.ply,58.43553789
honeydew_melon,honeydew_melon_gQP_1_tQP_3.ply,58.12105658
statue,statue_gQP_2_tQP_2.ply,58.03915102
tool_box,tool_box_gQP_2_tQP_1.ply,57.87079799
puer_tea,puer_tea_pqs_1_qs_32.ply,57.83074034
statue,statue_tsl_8_tqs_256.ply,57.66573011
stone,stone_tsl_4_tqs_64.ply,57.63837411
glasses_case,glasses_case_gsigma_0_tsigma_32.ply,57.46174075
cauliflower,cauliflower_gsigma_0_tsigma_16.ply,57.42510381
ping-pong_bat,ping-pong_bat_pqs_1_qs_32.ply,57.33546331
pumpkin,pumpkin_gQP_2_tQP_1.ply,57.30854338
tool_box,tool_box_gQP_2_tQP_2.ply,57.21173403
ping-pong_bat,ping-pong_bat_gQP_2_tQP_2.ply,57.05151055
bag,bag_gsigma_2_tsigma_8.ply,56.92145553
tool_box,tool_box_gQP_1_tQP_3.ply,56.75944471
glasses_case,glasses_case_gQP_2_tQP_2.ply,56.3976326
pumpkin,pumpkin_gQP_2_tQP_2.ply,56.34774299
flowerpot,flowerpot_gQP_1_tQP_3.ply,56.33702042
pen_container,pen_container_tsl_8_tqs_256.ply,56.30186956
banana,banana_gQP_1_tQP_2.ply,56.05951863
stone,stone_gQP_2_tQP_2.ply,56.0219352
stone,stone_gQP_1_tQP_2.ply,55.96429471
cauliflower,cauliflower_gQP_1_tQP_3.ply,55.86648008
cake,cake_gQP_2_tQP_1.ply,55.79723355
biscuits,biscuits_gsigma_2_tsigma_16.ply,55.54540274
litchi,litchi_gsigma_2_tsigma_16.ply,55.46141956
pumpkin,pumpkin_tsl_8_tqs_256.ply,55.34363898
biscuits,biscuits_gQP_1_tQP_3.ply,55.29057762
glasses_case,glasses_case_tsl_6_tqs_128.ply,54.89596744
honeydew_melon,honeydew_melon_tsl_6_tqs_64.ply,54.8827352
pineapple,pineapple_tsl_6_tqs_128.ply,54.87963725
honeydew_melon,honeydew_melon_gsigma_2_tsigma_16.ply,54.85708373
glasses_case,glasses_case_tsl_4_tqs_256.ply,54.66142653
pen_container,pen_container_pqs_1_qs_64.ply,54.48224583
flowerpot,flowerpot_gQP_2_tQP_2.ply,54.35333863
pineapple,pineapple_gsigma_2_tsigma_8.ply,54.34960733
house,house_tsl_4_tqs_128.ply,54.31101695
biscuits,biscuits_gQP_3_tQP_2.ply,54.19129873
flowerpot,flowerpot_gsigma_2_tsigma_8.ply,54.12593121
banana,banana_tsl_4_tqs_64.ply,54.12092417
statue,statue_pqs_1_qs_64.ply,54.10887739
mushroom,mushroom_gsigma_2_tsigma_8.ply,53.853365
puer_tea,puer_tea_pqs_1_qs_48.ply,53.83101443
tool_box,tool_box_tsl_4_tqs_64.ply,53.81005804
glasses_case,glasses_case_tsl_6_tqs_64.ply,53.78676569
ping-pong_bat,ping-pong_bat_gsigma_2_tsigma_8.ply,53.59356464
cake,cake_gQP_1_tQP_3.ply,53.38313209
pen_container,pen_container_gQP_2_tQP_1.ply,53.34469001
ping-pong_bat,ping-pong_bat_gQP_1_tQP_3.ply,53.26474741
cauliflower,cauliflower_gsigma_2_tsigma_16.ply,53.13171917
pumpkin,pumpkin_tsl_4_tqs_256.ply,53.12513301
biscuits,biscuits_gQP_2_tQP_3.ply,53.1133493
ship,ship_gQP_2_tQP_2.ply,53.07130936
cake,cake_tsl_4_tqs_256.ply,53.06015189
statue,statue_gQP_1_tQP_3.ply,52.98086999
honeydew_melon,honeydew_melon_tsl_6_tqs_128.ply,52.89687637
bag,bag_gQP_1_tQP_3.ply,52.85558429
ship,ship_gQP_2_tQP_1.ply,52.75587535
glasses_case,glasses_case_tsl_8_tqs_256.ply,52.66644107
ping-pong_bat,ping-pong_bat_tsl_8_tqs_128.ply,52.63107514
flowerpot,flowerpot_level_9.ply,52.62549563
house,house_tsl_8_tqs_256.ply,52.60120652
banana,banana_tsl_4_tqs_128.ply,52.49538462
litchi,litchi_tsl_8_tqs_256.ply,52.24182148
pumpkin,pumpkin_pqs_1_qs_64.ply,52.24143669
bag,bag_gQP_2_tQP_1.ply,52.1814527
tool_box,tool_box_tsl_8_tqs_128.ply,52.16919467
banana,banana_gQP_1_tQP_3.ply,52.14230175
glasses_case,glasses_case_gQP_1_tQP_3.ply,52.0035238
flowerpot,flowerpot_pqs_1_qs_48.ply,51.57107457
cake,cake_tsl_6_tqs_256.ply,51.50226832
puer_tea,puer_tea_gQP_1_tQP_3.ply,51.29887452
ship,ship_level_9.ply,51.16749334
cake,cake_gQP_2_tQP_2.ply,51.11284661
pumpkin,pumpkin_gsigma_2_tsigma_16.ply,50.88715487
banana,banana_gsigma_2_tsigma_8.ply,50.75512514
glasses_case,glasses_case_pqs_1_qs_64.ply,50.61958082
house,house_pqs_1_qs_64.ply,50.59385382
biscuits,biscuits_tsl_8_tqs_256.ply,50.5576824
flowerpot,flowerpot_tsl_8_tqs_256.ply,50.3957702
cauliflower,cauliflower_gQP_2_tQP_3.ply,50.22284116
statue,statue_gsigma_2_tsigma_8.ply,50.14553046
pineapple,pineapple_gQP_2_tQP_2.ply,50.05562483
ping-pong_bat,ping-pong_bat_tsl_6_tqs_128.ply,50.0484513
cake,cake_gsigma_4_tsigma_8.ply,50.02089902
pineapple,pineapple_gQP_3_tQP_1.ply,49.76449396
banana,banana_gsigma_2_tsigma_16.ply,49.66770221
honeydew_melon,honeydew_melon_tsl_4_tqs_64.ply,49.65916531
pen_container,pen_container_gsigma_2_tsigma_8.ply,49.60595949
pineapple,pineapple_tsl_8_tqs_256.ply,49.59547029
litchi,litchi_gQP_2_tQP_2.ply,49.46809496
cake,cake_gQP_2_tQP_3.ply,49.40907712
bag,bag_gsigma_2_tsigma_16.ply,49.36475509
mushroom,mushroom_gsigma_0_tsigma_32.ply,49.35994386
bag,bag_gQP_2_tQP_2.ply,49.31511353
statue,statue_gsigma_0_tsigma_32.ply,49.2759668
puer_tea,puer_tea_gQP_3_tQP_1.ply,49.25330318
puer_tea,puer_tea_gQP_2_tQP_3.ply,48.99328461
house,house_gsigma_0_tsigma_32.ply,48.93321579
bag,bag_tsl_6_tqs_128.ply,48.88989054
pineapple,pineapple_gQP_3_tQP_2.ply,48.87305811
house,house_gsigma_2_tsigma_8.ply,48.68141211
puer_tea,puer_tea_gsigma_0_tsigma_16.ply,48.63259403
pumpkin,pumpkin_tsl_6_tqs_256.ply,48.3776982
statue,statue_tsl_6_tqs_256.ply,48.22983919
pen_container,pen_container_gQP_2_tQP_3.ply,48.20411042
ship,ship_pqs_1_qs_64.ply,48.18439311
mushroom,mushroom_tsl_6_tqs_128.ply,48.06095734
puer_tea,puer_tea_pqs_1_qs_64.ply,48.01354497
cauliflower,cauliflower_gsigma_4_tsigma_8.ply,47.85717299
stone,stone_gsigma_0_tsigma_32.ply,47.83686368
tool_box,tool_box_gsigma_0_tsigma_16.ply,47.65395833
pumpkin,pumpkin_gsigma_0_tsigma_32.ply,47.64524874
tool_box,tool_box_gQP_3_tQP_2.ply,47.63715478
stone,stone_gsigma_2_tsigma_32.ply,47.62512297
honeydew_melon,honeydew_melon_gQP_2_tQP_3.ply,47.44246097
stone,stone_tsl_8_tqs_256.ply,47.43694567
stone,stone_tsl_4_tqs_128.ply,47.17354673
pen_container,pen_container_gsigma_0_tsigma_32.ply,46.96382835
biscuits,biscuits_tsl_6_tqs_256.ply,46.84884777
honeydew_melon,honeydew_melon_gsigma_0_tsigma_32.ply,46.84073251
pineapple,pineapple_gsigma_0_tsigma_32.ply,46.79505656
tool_box,tool_box_tsl_6_tqs_128.ply,46.71853642
biscuits,biscuits_gsigma_4_tsigma_8.ply,46.58815205
pineapple,pineapple_gsigma_2_tsigma_16.ply,46.57022418
mushroom,mushroom_gsigma_2_tsigma_16.ply,46.54985717
pen_container,pen_container_gQP_1_tQP_3.ply,46.53720777
mushroom,mushroom_gQP_2_tQP_2.ply,46.37013719
house,house_gsigma_2_tsigma_16.ply,46.30083599
ship,ship_gsigma_2_tsigma_16.ply,46.24280768
pumpkin,pumpkin_gQP_3_tQP_1.ply,46.14227709
honeydew_melon,honeydew_melon_gQP_3_tQP_1.ply,46.08520633
pineapple,pineapple_gQP_1_tQP_3.ply,46.0406663
honeydew_melon,honeydew_melon_gQP_3_tQP_2.ply,45.96369786
flowerpot,flowerpot_gsigma_2_tsigma_16.ply,45.68188406
biscuits,biscuits_gQP_3_tQP_3.ply,45.67685542
ship,ship_tsl_8_tqs_256.ply,45.60453851
tool_box,tool_box_gQP_2_tQP_3.ply,45.32187464
statue,statue_gQP_2_tQP_3.ply,45.29396388
ping-pong_bat,ping-pong_bat_gsigma_0_tsigma_32.ply,45.26451967
cake,cake_gsigma_4_tsigma_16.ply,45.00850006
ship,ship_gQP_2_tQP_3.ply,44.99481835
mushroom,mushroom_pqs_1_qs_48.ply,44.95037706
honeydew_melon,honeydew_melon_gsigma_4_tsigma_16.ply,44.80889224
ship,ship_gsigma_0_tsigma_32.ply,44.71311782
tool_box,tool_box_gQP_3_tQP_1.ply,44.48994269
cauliflower,cauliflower_gsigma_4_tsigma_16.ply,44.40470161
pen_container,pen_container_gQP_2_tQP_2.ply,44.33274307
ship,ship_gsigma_2_tsigma_8.ply,44.32391178
cake,cake_gsigma_0_tsigma_32.ply,44.28105151
cauliflower,cauliflower_tsl_8_tqs_256.ply,43.98790896
banana,banana_gQP_2_tQP_2.ply,43.98226716
glasses_case,glasses_case_gsigma_2_tsigma_16.ply,43.96125739
flowerpot,flowerpot_gsigma_4_tsigma_8.ply,43.83704173
bag,bag_gsigma_2_tsigma_32.ply,43.75380957
ping-pong_bat,ping-pong_bat_gsigma_2_tsigma_16.ply,43.72573164
mushroom,mushroom_gQP_1_tQP_2.ply,43.61266042
tool_box,tool_box_tsl_4_tqs_128.ply,43.48063326
banana,banana_gQP_2_tQP_1.ply,43.47696839
puer_tea,puer_tea_gsigma_2_tsigma_8.ply,43.47026556
mushroom,mushroom_gsigma_4_tsigma_8.ply,43.44282972
litchi,litchi_gsigma_4_tsigma_16.ply,43.39649489
litchi,litchi_pqs_1_qs_48.ply,43.15755648
biscuits,biscuits_gsigma_4_tsigma_16.ply,43.1335575
house,house_tsl_6_tqs_256.ply,42.98648413
pineapple,pineapple_tsl_6_tqs_256.ply,42.95864394
glasses_case,glasses_case_gsigma_2_tsigma_8.ply,42.95205493
honeydew_melon,honeydew_melon_tsl_4_tqs_128.ply,42.63010541
pen_container,pen_container_gsigma_2_tsigma_16.ply,42.52148539
stone,stone_tsl_6_tqs_256.ply,42.3730925
ping-pong_bat,ping-pong_bat_gQP_2_tQP_3.ply,42.26146311
cauliflower,cauliflower_tsl_4_tqs_128.ply,42.18869294
tool_box,tool_box_gsigma_2_tsigma_8.ply,42.15868369
puer_tea,puer_tea_gQP_3_tQP_2.ply,42.08416878
glasses_case,glasses_case_gQP_2_tQP_3.ply,41.98232603
flowerpot,flowerpot_gsigma_4_tsigma_16.ply,41.92953214
flowerpot,flowerpot_gsigma_0_tsigma_32.ply,41.92492394
cauliflower,cauliflower_tsl_6_tqs_256.ply,41.86633972
pen_container,pen_container_gQP_3_tQP_2.ply,41.84397306
stone,stone_gQP_3_tQP_1.ply,41.76109598
honeydew_melon,honeydew_melon_tsl_8_tqs_256.ply,41.71858667
litchi,litchi_gQP_3_tQP_2.ply,41.62178436
pumpkin,pumpkin_gQP_2_tQP_3.ply,41.51596423
pumpkin,pumpkin_gQP_1_tQP_3.ply,41.50382095
litchi,litchi_tsl_4_tqs_64.ply,41.44995622
pen_container,pen_container_tsl_6_tqs_256.ply,41.38784241
ping-pong_bat,ping-pong_bat_pqs_1_qs_48.ply,41.32431727
ship,ship_tsl_6_tqs_256.ply,41.18616309
litchi,litchi_gQP_2_tQP_3.ply,40.8373808
house,house_gQP_2_tQP_3.ply,40.79004677
litchi,litchi_gsigma_0_tsigma_32.ply,40.75832148
house,house_gQP_3_tQP_1.ply,40.63937374
cake,cake_gsigma_2_tsigma_32.ply,40.58216881
mushroom,mushroom_tsl_8_tqs_256.ply,40.49803148
biscuits,biscuits_gsigma_0_tsigma_32.ply,40.47262999
bag,bag_tsl_6_tqs_256.ply,40.2873935
biscuits,biscuits_pqs_1_qs_48.ply,40.20381716
cauliflower,cauliflower_gsigma_0_tsigma_32.ply,40.19071723
honeydew_melon,honeydew_melon_gsigma_4_tsigma_8.ply,40.17866933
banana,banana_gsigma_0_tsigma_32.ply,40.11307634
