Content,Ply_name,MOS
flowerpot,flowerpot_geo_32_col_50.ply,60.7487046572471
flowerpot,flowerpot_geo_38_col_26.ply,65.1409583946036
flowerpot,flowerpot_geo_38_col_32.ply,62.0622074995405
flowerpot,flowerpot_geo_38_col_38.ply,59.1867148335436
flowerpot,flowerpot_geo_38_col_44.ply,53.240441812183
flowerpot,flowerpot_geo_38_col_50.ply,45.4994652262865
flowerpot,flowerpot_geo_44_col_26.ply,36.4304380188641
flowerpot,flowerpot_geo_44_col_32.ply,37.7781068690467
flowerpot,flowerpot_geo_44_col_38.ply,41.1851163875781
flowerpot,flowerpot_geo_44_col_44.ply,40.7956842317043
flowerpot,flowerpot_geo_44_col_50.ply,31.6223864490987
flowerpot,flowerpot_geo_50_col_26.ply,24.5720211648123
flowerpot,flowerpot_geo_50_col_32.ply,26.3796930550385
flowerpot,flowerpot_geo_50_col_38.ply,24.1715163556854
flowerpot,flowerpot_geo_50_col_44.ply,26.7996616200792
flowerpot,flowerpot_geo_50_col_50.ply,20.0311625271798
house,house_geo_26_col_26.ply,88.9896481281816
house,house_geo_26_col_32.ply,89.1205079805108
house,house_geo_26_col_38.ply,83.2267479527807
house,house_geo_26_col_44.ply,66.3156612318683
house,house_geo_26_col_50.ply,31.0967556792942
house,house_geo_32_col_26.ply,92.2348360955867
house,house_geo_32_col_32.ply,89.9380365913629
house,house_geo_32_col_38.ply,83.856059456357
house,house_geo_32_col_44.ply,60.8208414781127
house,house_geo_32_col_50.ply,28.3189729428026
house,house_geo_38_col_26.ply,81.1034112870157
house,house_geo_38_col_32.ply,82.8509457839863
house,house_geo_38_col_38.ply,79.6840411783043
house,house_geo_38_col_44.ply,52.1733742190076
house,house_geo_38_col_50.ply,25.5706262386513
house,house_geo_44_col_26.ply,61.5057990928078
house,house_geo_44_col_32.ply,64.8850539051369
house,house_geo_44_col_38.ply,63.1268198108212
house,house_geo_44_col_44.ply,47.9097771305787
house,house_geo_44_col_50.ply,16.5009565000847
house,house_geo_50_col_26.ply,37.4524435229738
house,house_geo_50_col_32.ply,36.7607700499043
house,house_geo_50_col_38.ply,33.8418096283821
house,house_geo_50_col_44.ply,32.2589734979101
house,house_geo_50_col_50.ply,15.25649468869
litchi,litchi_geo_26_col_26.ply,92.9821843401644
litchi,litchi_geo_26_col_32.ply,93.1362499169797
litchi,litchi_geo_26_col_38.ply,89.1789545529647
litchi,litchi_geo_26_col_44.ply,56.6691101475827
litchi,litchi_geo_26_col_50.ply,30.5440391411232
litchi,litchi_geo_32_col_26.ply,91.5829576805642
litchi,litchi_geo_32_col_32.ply,89.9741070406345
litchi,litchi_geo_32_col_38.ply,83.2024408167291
litchi,litchi_geo_32_col_44.ply,59.1385382936897
litchi,litchi_geo_32_col_50.ply,31.6406860299936
litchi,litchi_geo_38_col_26.ply,85.638654566342
litchi,litchi_geo_38_col_32.ply,85.1859555325256
litchi,litchi_geo_38_col_38.ply,77.5470001233731
litchi,litchi_geo_38_col_44.ply,49.1994855235877
litchi,litchi_geo_38_col_50.ply,30.9798741692546
litchi,litchi_geo_44_col_26.ply,63.6560985718425
litchi,litchi_geo_44_col_32.ply,61.3121885686826
litchi,litchi_geo_44_col_38.ply,66.8043165586658
litchi,litchi_geo_44_col_44.ply,46.4399257495452
litchi,litchi_geo_44_col_50.ply,25.0566856090398
litchi,litchi_geo_50_col_26.ply,45.1480355916429
litchi,litchi_geo_50_col_32.ply,42.4863675105185
litchi,litchi_geo_50_col_38.ply,40.9687111153459
litchi,litchi_geo_50_col_44.ply,32.148336340982
litchi,litchi_geo_50_col_50.ply,20.2208665396319
mushroom,mushroom_geo_26_col_26.ply,82.9946630826858
mushroom,mushroom_geo_26_col_32.ply,78.3571135661684
mushroom,mushroom_geo_26_col_38.ply,74.3785484642561
mushroom,mushroom_geo_26_col_44.ply,45.3439077295071
mushroom,mushroom_geo_26_col_50.ply,29.5718946927245
mushroom,mushroom_geo_32_col_26.ply,74.4241317439886
mushroom,mushroom_geo_32_col_32.ply,75.4805784614935
mushroom,mushroom_geo_32_col_38.ply,66.9797108060408
mushroom,mushroom_geo_32_col_44.ply,38.5722413351005
mushroom,mushroom_geo_32_col_50.ply,26.3061026213262
mushroom,mushroom_geo_38_col_26.ply,73.6814911222893
mushroom,mushroom_geo_38_col_32.ply,74.4094330454226
mushroom,mushroom_geo_38_col_38.ply,67.5681585498013
mushroom,mushroom_geo_38_col_44.ply,45.9799069410343
mushroom,mushroom_geo_38_col_50.ply,25.916781757512
mushroom,mushroom_geo_44_col_26.ply,63.4366001187406
mushroom,mushroom_geo_44_col_32.ply,57.463507898885
mushroom,mushroom_geo_44_col_38.ply,52.7844140223741
mushroom,mushroom_geo_44_col_44.ply,38.7223098731993
mushroom,mushroom_geo_44_col_50.ply,27.3197842811896
mushroom,mushroom_geo_50_col_26.ply,41.137854185286
mushroom,mushroom_geo_50_col_32.ply,30.4104664601911
mushroom,mushroom_geo_50_col_38.ply,34.6278654865912
mushroom,mushroom_geo_50_col_44.ply,22.9980183257813
mushroom,mushroom_geo_50_col_50.ply,18.1734161623244
ping-pong_bat,ping-pong_bat_geo_26_col_26.ply,88.1221213788102
ping-pong_bat,ping-pong_bat_geo_26_col_32.ply,82.4802671149212
ping-pong_bat,ping-pong_bat_geo_26_col_38.ply,71.1177797962577
ping-pong_bat,ping-pong_bat_geo_26_col_44.ply,45.8567446644031
ping-pong_bat,ping-pong_bat_geo_26_col_50.ply,28.6601686568517
ping-pong_bat,ping-pong_bat_geo_32_col_26.ply,86.3389663854916
ping-pong_bat,ping-pong_bat_geo_32_col_32.ply,80.70324182043
ping-pong_bat,ping-pong_bat_geo_32_col_38.ply,68.2600191603283
ping-pong_bat,ping-pong_bat_geo_32_col_44.ply,45.0583742981583
ping-pong_bat,ping-pong_bat_geo_32_col_50.ply,29.0485404663664
ping-pong_bat,ping-pong_bat_geo_38_col_26.ply,82.84626295608
ping-pong_bat,ping-pong_bat_geo_38_col_32.ply,79.2661071812107
ping-pong_bat,ping-pong_bat_geo_38_col_38.ply,66.3429182575624
ping-pong_bat,ping-pong_bat_geo_38_col_44.ply,51.5725625849588
ping-pong_bat,ping-pong_bat_geo_38_col_50.ply,28.4127530610651
ping-pong_bat,ping-pong_bat_geo_44_col_26.ply,51.4201863283925
ping-pong_bat,ping-pong_bat_geo_44_col_32.ply,43.6166582657696
ping-pong_bat,ping-pong_bat_geo_44_col_38.ply,44.4510732051414
ping-pong_bat,ping-pong_bat_geo_44_col_44.ply,37.3747841475017
ping-pong_bat,ping-pong_bat_geo_44_col_50.ply,21.70315620403
ping-pong_bat,ping-pong_bat_geo_50_col_26.ply,24.196564580501
ping-pong_bat,ping-pong_bat_geo_50_col_32.ply,21.1658669298971
ping-pong_bat,ping-pong_bat_geo_50_col_38.ply,22.5685787633621
ping-pong_bat,ping-pong_bat_geo_50_col_44.ply,22.3550457780907
ping-pong_bat,ping-pong_bat_geo_50_col_50.ply,10.8230670565952
puer_tea,puer_tea_geo_26_col_26.ply,86.672266123523
puer_tea,puer_tea_geo_26_col_32.ply,81.6601756291199
puer_tea,puer_tea_geo_26_col_38.ply,75.1227130538698
puer_tea,puer_tea_geo_26_col_44.ply,55.3927389057009
puer_tea,puer_tea_geo_26_col_50.ply,18.1811390966972
puer_tea,puer_tea_geo_32_col_26.ply,81.1296199104957
puer_tea,puer_tea_geo_32_col_32.ply,75.9201089485572
puer_tea,puer_tea_geo_32_col_38.ply,73.9189226184303
puer_tea,puer_tea_geo_32_col_44.ply,49.4863446691799
puer_tea,puer_tea_geo_32_col_50.ply,18.1322033703335
puer_tea,puer_tea_geo_38_col_26.ply,80.150765895002
puer_tea,puer_tea_geo_38_col_32.ply,77.9410495162391
puer_tea,puer_tea_geo_38_col_38.ply,72.2474691624037
puer_tea,puer_tea_geo_38_col_44.ply,49.6296525236874
puer_tea,puer_tea_geo_38_col_50.ply,19.9510673266029
puer_tea,puer_tea_geo_44_col_26.ply,66.7109163101796
puer_tea,puer_tea_geo_44_col_32.ply,75.2233786482452
puer_tea,puer_tea_geo_44_col_38.ply,58.3335462036824
puer_tea,puer_tea_geo_44_col_44.ply,38.83122793611
puer_tea,puer_tea_geo_44_col_50.ply,20.4124799700375
puer_tea,puer_tea_geo_50_col_26.ply,50.1438339455108
puer_tea,puer_tea_geo_50_col_32.ply,51.0935017707511
puer_tea,puer_tea_geo_50_col_38.ply,43.7634292641115
puer_tea,puer_tea_geo_50_col_44.ply,36.0202386037898
puer_tea,puer_tea_geo_50_col_50.ply,15.1891231803439
pumpkin,pumpkin_geo_26_col_26.ply,85.6797306876862
pumpkin,pumpkin_geo_26_col_32.ply,84.0575020682865
pumpkin,pumpkin_geo_26_col_38.ply,82.6893022012845
pumpkin,pumpkin_geo_26_col_44.ply,60.5164131006847
pumpkin,pumpkin_geo_26_col_50.ply,38.4069266362926
pumpkin,pumpkin_geo_32_col_26.ply,85.0321273433135
pumpkin,pumpkin_geo_32_col_32.ply,88.5719700923363
pumpkin,pumpkin_geo_32_col_38.ply,77.8052490030523
pumpkin,pumpkin_geo_32_col_44.ply,64.8531659794935
pumpkin,pumpkin_geo_32_col_50.ply,39.6026988472363
pumpkin,pumpkin_geo_38_col_26.ply,86.0415380078248
pumpkin,pumpkin_geo_38_col_32.ply,84.4708241734545
pumpkin,pumpkin_geo_38_col_38.ply,81.520687390327
pumpkin,pumpkin_geo_38_col_44.ply,61.8271823541526
pumpkin,pumpkin_geo_38_col_50.ply,39.4965433966174
pumpkin,pumpkin_geo_44_col_26.ply,78.1491477639869
pumpkin,pumpkin_geo_44_col_32.ply,72.9819510269695
pumpkin,pumpkin_geo_44_col_38.ply,74.2174637099902
pumpkin,pumpkin_geo_44_col_44.ply,57.8220859053638
pumpkin,pumpkin_geo_44_col_50.ply,37.6364266011594
pumpkin,pumpkin_geo_50_col_26.ply,53.413132586885
pumpkin,pumpkin_geo_50_col_32.ply,57.0804062349182
pumpkin,pumpkin_geo_50_col_38.ply,49.0428045276401
pumpkin,pumpkin_geo_50_col_44.ply,43.362884299797
pumpkin,pumpkin_geo_50_col_50.ply,29.5968484103763
ship,ship_geo_26_col_26.ply,81.035910120332
ship,ship_geo_26_col_32.ply,82.468630473102
ship,ship_geo_26_col_38.ply,80.0548913847154
ship,ship_geo_26_col_44.ply,79.0465386686734
ship,ship_geo_26_col_50.ply,63.2373156344223
ship,ship_geo_32_col_26.ply,80.6988433620275
ship,ship_geo_32_col_32.ply,82.1937127373733
ship,ship_geo_32_col_38.ply,77.2931230020664
ship,ship_geo_32_col_44.ply,68.0398798065479
ship,ship_geo_32_col_50.ply,60.5796807701531
ship,ship_geo_38_col_26.ply,69.577674625756
ship,ship_geo_38_col_32.ply,72.1470660614088
ship,ship_geo_38_col_38.ply,61.37845093828
ship,ship_geo_38_col_44.ply,61.7667373747437
ship,ship_geo_38_col_50.ply,53.2512049487266
ship,ship_geo_44_col_26.ply,44.516641775233
ship,ship_geo_44_col_32.ply,45.0345661391176
ship,ship_geo_44_col_38.ply,40.744326171963
ship,ship_geo_44_col_44.ply,38.3380561014561
ship,ship_geo_44_col_50.ply,38.166170453624
ship,ship_geo_50_col_26.ply,24.8158151856322
ship,ship_geo_50_col_32.ply,30.6737525961312
ship,ship_geo_50_col_38.ply,29.9571244681736
ship,ship_geo_50_col_44.ply,23.512145436183
ship,ship_geo_50_col_50.ply,27.4996290255062
statue,statue_geo_26_col_26.ply,81.8794712378311
statue,statue_geo_26_col_32.ply,84.8042611852422
statue,statue_geo_26_col_38.ply,79.1732771357509
statue,statue_geo_26_col_44.ply,71.3511705519045
statue,statue_geo_26_col_50.ply,41.2383143842644
statue,statue_geo_32_col_26.ply,76.8837211835341
statue,statue_geo_32_col_32.ply,78.68848886098
statue,statue_geo_32_col_38.ply,80.2159678490897
statue,statue_geo_32_col_44.ply,69.9851013530373
statue,statue_geo_32_col_50.ply,41.833369857789
statue,statue_geo_38_col_26.ply,54.7798196325252
statue,statue_geo_38_col_32.ply,54.7299140229632
statue,statue_geo_38_col_38.ply,55.6703376615614
statue,statue_geo_38_col_44.ply,52.6896968243611
statue,statue_geo_38_col_50.ply,34.6351268230559
statue,statue_geo_44_col_26.ply,39.8674494568643
statue,statue_geo_44_col_32.ply,41.187271759578
statue,statue_geo_44_col_38.ply,38.505524386033
statue,statue_geo_44_col_44.ply,30.4210350621087
statue,statue_geo_44_col_50.ply,20.4082738569585
statue,statue_geo_50_col_26.ply,28.2928741128495
statue,statue_geo_50_col_32.ply,29.7762666462375
statue,statue_geo_50_col_38.ply,26.5538699650244
statue,statue_geo_50_col_44.ply,17.9569398548007
statue,statue_geo_50_col_50.ply,16.0683016569295
stone,stone_geo_26_col_26.ply,87.3998010059472
stone,stone_geo_26_col_32.ply,90.7632509804008
stone,stone_geo_26_col_38.ply,85.3619198230678
stone,stone_geo_26_col_44.ply,59.3338839611864
stone,stone_geo_26_col_50.ply,26.0664820659739
stone,stone_geo_32_col_26.ply,83.9154359689679
stone,stone_geo_32_col_32.ply,89.2785746765068
stone,stone_geo_32_col_38.ply,82.1227986742955
stone,stone_geo_32_col_44.ply,55.291783442155
stone,stone_geo_32_col_50.ply,27.9286922449291
stone,stone_geo_38_col_26.ply,85.2463958388876
stone,stone_geo_38_col_32.ply,83.1828145921659
stone,stone_geo_38_col_38.ply,78.2409542563056
stone,stone_geo_38_col_44.ply,54.9560661770754
stone,stone_geo_38_col_50.ply,20.4934270826501
stone,stone_geo_44_col_26.ply,75.6844791726697
stone,stone_geo_44_col_32.ply,66.2137626257801
stone,stone_geo_44_col_38.ply,63.7104619112645
stone,stone_geo_44_col_44.ply,49.2666797637598
stone,stone_geo_44_col_50.ply,24.2229280217069
stone,stone_geo_50_col_26.ply,46.7661985195374
stone,stone_geo_50_col_32.ply,48.2150275406964
stone,stone_geo_50_col_38.ply,42.3964072109414
stone,stone_geo_50_col_44.ply,33.7074859902746
stone,stone_geo_50_col_50.ply,15.4342122124929
tool_box,tool_box_geo_26_col_26.ply,85.4496059823849
tool_box,tool_box_geo_26_col_32.ply,81.7880504403677
tool_box,tool_box_geo_26_col_38.ply,69.1597898302332
tool_box,tool_box_geo_26_col_44.ply,44.9343366013038
tool_box,tool_box_geo_26_col_50.ply,23.304070181044
tool_box,tool_box_geo_32_col_26.ply,82.2954729975093
tool_box,tool_box_geo_32_col_32.ply,78.1139396313892
tool_box,tool_box_geo_32_col_38.ply,64.9689046942439
tool_box,tool_box_geo_32_col_44.ply,46.9673474967878
tool_box,tool_box_geo_32_col_50.ply,25.2366368262888
tool_box,tool_box_geo_38_col_26.ply,81.0467217703671
tool_box,tool_box_geo_38_col_32.ply,79.9190834905953
tool_box,tool_box_geo_38_col_38.ply,66.0246963153914
tool_box,tool_box_geo_38_col_44.ply,43.0323395086927
tool_box,tool_box_geo_38_col_50.ply,31.1525898659362
tool_box,tool_box_geo_44_col_26.ply,71.7401862248719
tool_box,tool_box_geo_44_col_32.ply,70.5774537108349
tool_box,tool_box_geo_44_col_38.ply,59.4658134392405
tool_box,tool_box_geo_44_col_44.ply,42.4070633044353
tool_box,tool_box_geo_44_col_50.ply,20.6574164044969
tool_box,tool_box_geo_50_col_26.ply,55.1157105221661
tool_box,tool_box_geo_50_col_32.ply,45.0051289662124
tool_box,tool_box_geo_50_col_38.ply,41.4984902886984
tool_box,tool_box_geo_50_col_44.ply,30.3190048379466
tool_box,tool_box_geo_50_col_50.ply,22.7850014221745
